task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",30,1.1974359,2,"[15.29279899597168, 15.835684776306152, 12.156033515930176]","[3.4216578006744385, 8.408366203308105, 3.5024333000183105]",5,[12.632611274719238],[0.16789734363555908],-0.7589963,-4.1129465,correct,True,-2.276989,-4.1129465,correct,True,-1.452759,-4.1129465,correct,True,0.51672274,9191,"[0.13339248299598694, 11.730918884277344, 10.914034843444824]","[-1.0654093027114868, 5.582394123077393, 3.447948694229126]",1075,[2.1644465923309326],[1.2098537683486938],-6.263827,-13.529457,correct,True,-18.791481,-13.529457,intuitive,False,-15.560512,-13.529457,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",31,1.1619898,2,"[15.518935203552246, 16.558910369873047, 12.643930435180664]","[7.81571626663208, 6.812502384185791, 5.266184329986572]",5,[12.308511734008789],[7.612642765045166],-0.55268186,-4.3966675,correct,True,-1.6580455,-4.3966675,correct,True,-1.1862441,-4.3966675,correct,True,0.53271955,10039,"[-0.02427063137292862, 12.30947208404541, 11.355056762695312]","[1.315955638885498, 5.691422462463379, 5.976977348327637]",886,[2.2833199501037598],[2.4512298107147217],-5.9195466,-13.300836,correct,True,-17.75864,-13.300836,intuitive,False,-15.608427,-13.300836,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",32,1.0836165,1,"[16.442562103271484, 17.23712158203125, 13.352432250976562]","[7.881228446960449, 6.567733287811279, 4.445693492889404]",4,[13.322436332702637],[-3.3156425952911377],-0.21146703,-3.529434,correct,True,-0.6344011,-3.529434,correct,True,-0.40930817,-3.529434,correct,True,0.50871783,7761,"[0.1578671932220459, 13.08201789855957, 12.221403121948242]","[1.8594318628311157, 4.696524620056152, 4.727018356323242]",629,[2.5623226165771484],[-0.10296429693698883],-5.5579133,-13.172973,correct,True,-16.67374,-13.172973,intuitive,False,-15.577428,-13.172973,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",33,0.54451346,1,"[17.40517234802246, 17.345184326171875, 13.818778038024902]","[3.9342987537384033, 19.06728744506836, 5.134027481079102]",4,[12.206659317016602],[0.21828916668891907],-0.1002512,-5.3416443,correct,True,-0.3007536,-5.3416443,correct,True,-0.14313142,-5.3416443,correct,True,0.8971205,4555,"[0.4769631326198578, 13.348725318908691, 12.759563446044922]","[-0.5779808163642883, 8.262791633605957, 4.729368209838867]",587,[2.4496967792510986],[-1.782696008682251],-5.0855155,-12.540082,correct,True,-15.256546,-12.540082,intuitive,False,-14.512815,-12.540082,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",34,0.46827072,1,"[17.49156951904297, 20.143714904785156, 14.40954303741455]","[-3.867473602294922, 15.351113319396973, 3.013756275177002]",5,[11.74612808227539],[-0.8798303008079529],-0.06174263,-5.861047,correct,True,-0.18522789,-5.861047,correct,True,-0.11560555,-5.861047,correct,True,0.85992396,4481,"[0.3847143352031708, 14.458295822143555, 13.255985260009766]","[1.4517699480056763, 12.272621154785156, 2.688145875930786]",779,[2.1396751403808594],[0.1633501499891281],-4.9958863,-12.903184,correct,True,-14.987659,-12.903184,intuitive,False,-14.658145,-12.903184,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",35,0.95144206,1,"[16.29154396057129, 23.13626480102539, 14.5490140914917]","[14.043652534484863, 1.007418155670166, 27.44990348815918]",6,[11.264986038208008],[6.057917594909668],-0.132353,-5.367534,correct,True,-0.39705896,-5.367534,correct,True,-0.34097636,-5.367534,correct,True,0.79906625,3716,"[0.5747142434120178, 16.494260787963867, 13.465129852294922]","[2.3234713077545166, 3.7911972999572754, 25.734039306640625]",852,[2.1170477867126465],[2.076550006866455],-4.925396,-13.0641,correct,True,-14.776188,-13.0641,intuitive,False,-14.606434,-13.0641,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",36,0.25701076,1,"[18.217477798461914, 22.474048614501953, 21.507078170776367]","[2.234567880630493, 4.6903076171875, 3.2883801460266113]",6,[11.784588813781738],[1.2178559303283691],-0.015409611,-6.4775877,correct,True,-0.046228833,-6.4775877,correct,True,-0.04469856,-6.4775877,correct,True,1.3316365,2608,"[0.9112947583198547, 16.60273551940918, 19.08247184753418]","[2.2228338718414307, 4.925458908081055, 2.1576404571533203]",685,[2.3592679500579834],[-0.8788350820541382],-4.5304885,-12.126928,correct,True,-13.591465,-12.126928,intuitive,False,-13.574902,-12.126928,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",37,0.69380116,1,"[17.33131217956543, 22.58890151977539, 21.0275936126709]","[3.521531820297241, 8.08413314819336, 4.234159469604492]",8,[11.162639617919922],[6.054011821746826],-0.054422814,-6.331361,correct,True,-0.16326845,-6.331361,correct,True,-0.16268848,-6.331361,correct,True,1.3600236,2049,"[1.256460189819336, 16.822080612182617, 18.87737274169922]","[3.572087526321411, 4.409947395324707, 4.354109764099121]",1002,[2.106320858001709],[1.7753015756607056],-4.487934,-12.6035185,correct,True,-13.463802,-12.6035185,intuitive,False,-13.453379,-12.6035185,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",38,1.5296241,1,"[16.6879940032959, 23.971237182617188, 20.756467819213867]","[5.548091888427734, 4.923002243041992, 14.959162712097168]",11,[11.787742614746094],[8.669537544250488],-0.1598201,-5.3791203,correct,True,-0.47946027,-5.3791203,correct,True,-0.47886902,-5.3791203,correct,True,1.5305156,1723,"[2.052311420440674, 17.00406837463379, 19.065773010253906]","[3.735933780670166, 4.4260783195495605, 13.968149185180664]",1346,[2.4058990478515625],[5.676520824432373],-4.355763,-12.703283,correct,True,-13.067288,-12.703283,intuitive,False,-13.056871,-12.703283,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",39,2.4823024,1,"[16.362276077270508, 21.71200942993164, 23.079748153686523]",,6,[13.710453987121582],,-0.25542703,-3.4164042,correct,True,-0.76628107,-3.4164042,correct,True,-0.76458216,-3.4164042,correct,True,2.6219797,1755,"[3.716824531555176, 17.372556686401367, 21.80722427368164]",,669,[5.006731986999512],,-3.95871,-10.551209,correct,True,-11.87613,-10.551209,intuitive,False,-11.841117,-10.551209,intuitive,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,3.059959,18679,"[-0.7287917137145996, 3.7153232097625732, 1.7174460887908936]","[-0.48287665843963623, 1.9678572416305542, 0.43324849009513855]",14861,[-0.3949905037879944],[0.21572668850421906],-10.109424,-12.359824,correct,True,-30.328272,-12.359824,intuitive,False,-12.6936245,-12.359824,intuitive,False,8.823871,4891,"[1.777611494064331, 3.901677370071411, 1.4577312469482422]","[0.6849400997161865, 1.6858301162719727, 0.03493805602192879]",27167,[-1.136290431022644],[-0.6242493987083435],-9.432354,-13.031534,correct,True,-28.297062,-13.031534,intuitive,False,-10.117632,-13.031534,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,7.853795,16043,"[-0.7251097559928894, 3.4255571365356445, 1.3216331005096436]","[1.8765933513641357, 1.276010274887085, 3.938232421875]",9849,[-0.1713743507862091],[1.1330516338348389],-9.971446,-10.846957,correct,True,-29.91434,-10.846957,intuitive,False,-11.400693,-10.846957,intuitive,False,8.450949,4096,"[1.5277801752090454, 3.516134023666382, 0.8904703855514526]","[-0.10181456804275513, 0.2575088143348694, 4.713315486907959]",24266,[-1.085105538368225],[2.088473081588745],-9.723094,-12.627708,correct,True,-29.169283,-12.627708,intuitive,False,-10.014822,-12.627708,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,9.366499,5157,"[0.5065944194793701, 3.1873791217803955, 3.7357664108276367]","[0.4685928523540497, -0.364502489566803, 0.036006342619657516]",5313,[0.4817827045917511],[0.8414342403411865],-8.700062,-10.033211,correct,True,-26.100185,-10.033211,intuitive,False,-10.008398,-10.033211,correct,True,8.443717,11393,"[1.014884114265442, 2.688140392303467, 4.084420204162598]","[-0.37052246928215027, 0.4604233205318451, 0.07589446008205414]",17901,[0.28066977858543396],[-0.16056980192661285],-9.3390665,-11.833592,correct,True,-28.0172,-11.833592,intuitive,False,-11.099379,-11.833592,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,9.367302,4356,"[0.6145969033241272, 2.139329433441162, 2.6404128074645996]","[0.4425356984138489, 2.976973295211792, -1.6498528718948364]",3342,[0.8021420240402222],[2.239229679107666],-8.940053,-9.697146,correct,True,-26.820158,-9.697146,intuitive,False,-9.884691,-9.697146,intuitive,False,8.994111,16345,"[0.5378624200820923, 2.0953848361968994, 3.150606155395508]","[1.5008450746536255, 0.8713335394859314, -0.23515374958515167]",20089,[0.1188625916838646],[-1.6691287755966187],-9.886858,-11.971642,correct,True,-29.660574,-11.971642,intuitive,False,-11.552641,-11.971642,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,8.497014,4276,"[0.7165964245796204, 3.1708860397338867, 1.292722463607788]","[0.7564820647239685, -0.14419418573379517, 0.7036383152008057]",913,[1.7481709718704224],[-1.401458501815796],-9.27845,-8.950968,intuitive,False,-27.83535,-8.950968,intuitive,False,-9.982542,-8.950968,intuitive,False,8.756826,10319,"[1.1017481088638306, 2.1669864654541016, 2.4713642597198486]","[-0.9107292890548706, -0.9089249968528748, 0.33884140849113464]",25134,[-0.6543103456497192],[-0.04408247023820877],-10.01427,-12.628339,correct,True,-30.04281,-12.628339,intuitive,False,-10.87228,-12.628339,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,8.257965,6151,"[0.9587772488594055, 2.591348648071289, 1.4119257926940918]","[2.1606554985046387, 0.0656038299202919, 1.767145037651062]",9508,[0.5209015607833862],[0.16304872930049896],-9.622565,-10.813832,correct,True,-28.867695,-10.813832,intuitive,False,-10.375957,-10.813832,correct,True,8.708358,15084,"[0.5351194143295288, 1.3205517530441284, 2.176999807357788]","[0.1414949595928192, -0.07370880246162415, 1.6543052196502686]",24219,[-0.5698701739311218],[0.9880666136741638],-10.776349,-12.582075,correct,True,-32.32905,-12.582075,intuitive,False,-11.477087,-12.582075,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,7.39568,2698,"[1.9094170331954956, 2.183459758758545, 1.935821771621704]","[2.7871897220611572, -0.6406305432319641, -1.210734486579895]",11566,[0.5208034515380859],[0.018646039068698883],-9.49739,-11.190931,correct,True,-28.49217,-11.190931,intuitive,False,-9.802318,-11.190931,correct,True,8.24922,17504,"[0.4883715510368347, 1.1598668098449707, 2.5183639526367188]","[0.3390054404735565, 0.27802789211273193, -1.2696384191513062]",21651,[-0.014743641950190067],[1.4739831686019897],-10.832169,-12.413288,correct,True,-32.496506,-12.413288,intuitive,False,-11.910173,-12.413288,correct,True,The capital
